78, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
79, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
80, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
81, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
82, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
83, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
84, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
85, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
86, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
87, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
88, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
89, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
90, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
91, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
92, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
93, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
94, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
95, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
96, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
97, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
98, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
99, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
100, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
101, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
102, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
103, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
104, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
105, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
106, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
107, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
108, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
109, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
110, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
111, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
112, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
113, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
114, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
115, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
116, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
117, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
118, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
119, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
120, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
121, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
122, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
123, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
124, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
125, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
126, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
127, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
