Track_1:
	Poly 0
Label_0x15C01D:
	F#6,100,22
	Delay 24
	F#6,100,22
	Delay 24
	B_3,100,46
	Delay 48
	F#6,100,22
	Delay 24
	F#6,100,22
	Delay 24
	B_3,100,46
	Delay 48
	Return

Label_0x15C03C:
	F#6,100,22
	Delay 24
	F#6,100,22
	Delay 24
	B_3,100,46
	Delay 48
	F#6,100,22
	Delay 24
	G_6,100,70
	Delay 72
	Return

Label_0x15C056:
	B_3,100,22
	Delay 24
	E_4,100,22
	Delay 24
	F_4,100,22
	Delay 24
	E_4,100,22
	Delay 24
	B_3,100,22
	Delay 24
	F_3,100,22
	Delay 24
	B_3,100,22
	Delay 24
	E_4,100,22
	Delay 24
	Return

Track_2:
	Poly 0
	Instrument 15
	Volume 97
	Pan 64
	Expression 110
	PitchBendRange 2
	Priority 50
	ModDepth 0
	ModSpeed 16
	ModType 0
	ModRange 1
	ModDelay 0
	Delay 387
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 48
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 48
	A_4,100,11
	Delay 24
	Call Label_0x15C397
	Call Label_0x15C3B1
	Call Label_0x15C397
	Call Label_0x15C3B1
	Call Label_0x15C397
	Call Label_0x15C3B1
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 48
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 12
	B_4,100,11
	Delay 12
	E_5,100,11
	Delay 12
	G#5,100,11
	Delay 12
Label_0x15C0FE:
	A_4,100,23
	Delay 24
	B_4,100,23
	Delay 24
	E_4,100,23
	Delay 24
	E_5,100,47
	Delay 48
	B_4,100,23
	Delay 24
	A_4,100,23
	Delay 24
	E_4,100,23
	Delay 24
	Call Label_0x15C3CD
	Call Label_0x15C3F1
	Call Label_0x15C41A
	Call Label_0x15C443
	Call Label_0x15C467
	G_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	G_4,100,23
	Delay 24
	E_5,100,23
	Delay 24
	G_5,100,23
	Delay 24
	A_5,100,71
	Delay 72
	G_5,100,47
	Delay 48
	F_5,100,47
	Delay 48
	E_5,100,23
	Delay 24
	D_5,100,71
	Delay 72
	A_4,100,23
	Delay 24
	B_4,100,23
	Delay 24
	E_4,100,23
	Delay 24
	E_5,100,47
	Delay 48
	B_4,100,23
	Delay 24
	A_4,100,23
	Delay 24
	E_4,100,23
	Delay 24
	Call Label_0x15C3CD
	Call Label_0x15C3F1
	Call Label_0x15C41A
	Call Label_0x15C443
	Call Label_0x15C467
	C_6,100,23
	Delay 24
	G_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	A_5,100,47
	Delay 48
	G_5,100,23
	Delay 24
	F_5,100,23
	Delay 24
	A_5,100,23
	Delay 24
	G_5,100,23
	Delay 24
	A_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	C_6,100,47
	Delay 48
	A_5,100,23
	Delay 24
	G_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	Call Label_0x15C48B
	Call Label_0x15C4AA
	C_5,100,23
	Delay 24
	G_4,100,11
	Delay 48
	G_5,100,119
	Delay 120
	C_5,100,23
	Delay 24
	G_4,100,11
	Delay 48
	G_5,100,119
	Delay 120
	Call Label_0x15C48B
	Call Label_0x15C4AA
	G_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	C_6,100,23
	Delay 24
	G_5,100,23
	Delay 24
	F#5,100,23
	Delay 24
	B_4,100,23
	Delay 24
	B_5,100,23
	Delay 24
	F#5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	A_4,100,23
	Delay 24
	A_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	G_5,100,23
	Delay 24
	C_6,100,23
	Delay 24
	G_5,100,23
	Delay 24
	B_4,100,23
	Delay 24
	B_4,100,23
	Delay 72
	B_4,100,23
	Delay 24
	B_4,100,23
	Delay 72
	B_4,100,23
	Delay 24
	B_4,100,23
	Delay 72
	B_4,100,23
	Delay 24
	C_5,100,71
	Delay 72
	B_4,100,23
	Delay 24
	B_4,100,23
	Delay 24
	F#3,100,47
	Delay 48
	B_4,100,23
	Delay 24
	B_4,100,23
	Delay 24
	F#3,100,47
	Delay 48
	B_4,100,23
	Delay 24
	B_4,100,23
	Delay 24
	F#3,100,47
	Delay 48
	B_4,100,23
	Delay 24
	C_5,100,23
	Delay 24
	B_4,100,11
	Delay 12
	F#5,100,11
	Delay 12
	A_5,100,11
	Delay 12
	C_6,100,11
	Delay 12
	Call Label_0x15C4D3
	Call Label_0x15C4F2
	Call Label_0x15C4D3
	Call Label_0x15C4F2
	B_4,100,95
	Delay 96
	E_4,100,95
	Delay 96
	C_5,100,95
	Delay 96
	A_4,100,95
	Delay 96
	B_4,100,95
	Delay 96
	E_4,100,95
	Delay 96
	F_4,100,119
	Delay 120
	C_4,100,23
	Delay 24
	D_4,100,23
	Delay 24
	C_4,100,23
	Delay 24
	F#3,100,95
	Delay 96
	B_3,100,95
	Delay 96
	G_3,100,95
	Delay 96
	C_4,100,95
	Delay 96
	B_3,100,95
	Delay 96
	E_3,100,95
	Delay 96
	F_3,100,129
	Delay 2451
	D_5,100,23
	Delay 96
	D_5,100,23
	Delay 96
	D_5,100,23
	Delay 96
	D_5,100,23
	Delay 96
	D_5,100,23
	Delay 96
	D_5,100,23
	Delay 96
	D_5,100,23
	Delay 96
	D_5,100,23
	Delay 96
	F_5,100,23
	Delay 96
	F_5,100,23
	Delay 96
	F_5,100,23
	Delay 96
	F_5,100,23
	Delay 96
	F_5,100,23
	Delay 96
	F_5,100,23
	Delay 96
	F_5,100,23
	Delay 96
	F_5,100,23
	Delay 48
	E_5,100,35
	Delay 2322
	Jump Label_0x15C0FE
	TrackEnd

Label_0x15C397:
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 48
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 72
	Return

Label_0x15C3B1:
	Delay 24
	A_4,100,11
	Delay 48
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 24
	A_4,100,11
	Delay 48
	A_4,100,11
	Delay 24
	Return

Label_0x15C3CD:
	D_4,100,23
	Delay 24
	E_4,100,23
	Delay 24
	D_4,100,23
	Delay 24
	A_4,100,47
	Delay 48
	E_4,100,23
	Delay 24
	D_4,100,23
	Delay 24
	E_4,100,23
	Delay 24
	Return

Label_0x15C3F1:
	D_5,100,23
	Delay 24
	A_4,100,23
	Delay 24
	D_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	A_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	D_5,100,23
	Delay 24
	A_4,100,23
	Delay 24
	Return

Label_0x15C41A:
	D_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	A_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	D_5,100,23
	Delay 24
	A_4,100,23
	Delay 24
	D_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	Return

Label_0x15C443:
	C_5,100,23
	Delay 24
	D_5,100,23
	Delay 24
	G_4,100,23
	Delay 24
	G_5,100,47
	Delay 48
	D_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	G_4,100,23
	Delay 24
	Return

Label_0x15C467:
	C_5,100,23
	Delay 24
	D_5,100,23
	Delay 24
	G_4,100,23
	Delay 24
	F_5,100,47
	Delay 48
	E_5,100,23
	Delay 24
	D_5,100,23
	Delay 24
	F_5,100,23
	Delay 24
	Return

Label_0x15C48B:
	B_4,100,23
	Delay 24
	C_5,100,23
	Delay 48
	E_5,100,47
	Delay 48
	D_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	B_4,100,23
	Delay 24
	Return

Label_0x15C4AA:
	B_4,100,23
	Delay 24
	C_5,100,23
	Delay 24
	E_5,100,23
	Delay 24
	D_5,100,23
	Delay 24
	C_5,100,23
	Delay 24
	B_4,100,23
	Delay 24
	A_4,100,23
	Delay 24
	B_4,100,23
	Delay 24
	Return

Label_0x15C4D3:
	B_5,100,23
	Delay 24
	B_5,100,23
	Delay 24
	F#3,100,47
	Delay 48
	B_5,100,23
	Delay 24
	B_5,100,23
	Delay 24
	F#3,100,47
	Delay 48
	Return

Label_0x15C4F2:
	B_5,100,23
	Delay 24
	B_5,100,23
	Delay 24
	F#3,100,47
	Delay 48
	B_5,100,23
	Delay 24
	C_6,100,71
	Delay 72
	Return

Track_3:
	Poly 0
	Instrument 16
	Volume 100
	Pan 64
	Expression 110
	PitchBendRange 2
	Priority 40
	ModDepth 0
	ModSpeed 16
	ModType 0
	ModRange 1
	ModDelay 0
	Delay 129
	A_3,100,47
	Delay 48
	D_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	A#3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	Call Label_0x15C8F8
	Call Label_0x15C91C
	Call Label_0x15C8F8
	Call Label_0x15C945
	Call Label_0x15C8F8
	Call Label_0x15C91C
	Call Label_0x15C8F8
	Call Label_0x15C945
Label_0x15C561:
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	A_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	Call Label_0x15C969
	Call Label_0x15C992
	Call Label_0x15C9BB
	Call Label_0x15C9E4
	Call Label_0x15C9E4
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	C_4,100,47
	Delay 48
	G_3,100,23
	Delay 24
	F_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	Call Label_0x15C969
	Call Label_0x15C969
	Call Label_0x15C992
	Call Label_0x15C9BB
	Call Label_0x15C9E4
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	C_4,100,47
	Delay 48
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	Call Label_0x15CA0D
	Call Label_0x15CA0D
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,47
	Delay 48
	C_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	Call Label_0x15CA36
	Call Label_0x15CA36
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	G_3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	F#3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	F#3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	E_3,100,23
	Delay 24
	A_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	Call Label_0x15CA5F
	Call Label_0x15CA74
	Call Label_0x15CA5F
	Call Label_0x15CA74
	B_3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	B_2,100,47
	Delay 48
	B_3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	B_2,100,47
	Delay 48
	B_3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	B_2,100,47
	Delay 48
	B_3,100,23
	Delay 24
	C_4,100,71
	Delay 72
	F#4,100,23
	Delay 24
	F#4,100,23
	Delay 24
	B_2,100,47
	Delay 48
	F#4,100,23
	Delay 24
	F#4,100,23
	Delay 24
	B_2,100,47
	Delay 48
	F#4,100,23
	Delay 24
	F#4,100,23
	Delay 24
	B_2,100,47
	Delay 48
	F#4,100,23
	Delay 24
	G_4,100,71
	Delay 72
	F#3,100,95
	Delay 96
	B_2,100,95
	Delay 96
	G_3,100,95
	Delay 96
	E_3,100,95
	Delay 96
	F#3,100,95
	Delay 96
	B_2,100,95
	Delay 96
	C_3,100,119
	Delay 120
	C_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	B_2,100,95
	Delay 96
	E_3,100,95
	Delay 96
	C_3,100,95
	Delay 96
	F_3,100,95
	Delay 96
	E_3,100,95
	Delay 96
	B_2,100,95
	Delay 96
	C_3,100,129
	Delay 129
	B_2,100,23
	Delay 96
	B_2,100,23
	Delay 96
	B_2,100,23
	Delay 96
	B_2,100,23
	Delay 96
	B_2,100,23
	Delay 96
	B_2,100,23
	Delay 96
	B_2,100,23
	Delay 96
	B_2,100,23
	Delay 48
	Call Label_0x15CA89
	Call Label_0x15CA89
	Call Label_0x15CA89
	B_2,100,23
	Delay 24
	F_3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	F_3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	F_3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	F_3,100,23
	Delay 24
	Call Label_0x15CAB2
	Call Label_0x15CAB2
	Call Label_0x15CAB2
	Call Label_0x15CADB
	Call Label_0x15CB04
	Call Label_0x15CB04
	Call Label_0x15CA89
	Call Label_0x15CA89
	Call Label_0x15CB2D
	Call Label_0x15CB2D
	Call Label_0x15CAB2
	Call Label_0x15CADB
	A_3,100,35
	Delay 96
	Call Label_0x15C969
	Call Label_0x15C969
	Call Label_0x15C992
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	Call Label_0x15CB56
	Call Label_0x15CB56
	Call Label_0x15CB56
	Call Label_0x15CB56
	Call Label_0x15CB7F
	Call Label_0x15CB7F
	Call Label_0x15CB7F
	A_2,100,23
	Delay 24
	E_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	A_3,100,47
	Delay 48
	E_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	Jump Label_0x15C561
	TrackEnd

Label_0x15C8F8:
	D_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	A_3,100,47
	Delay 48
	E_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	Return

Label_0x15C91C:
	D_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	A_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	Return

Label_0x15C945:
	D_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	A_3,100,47
	Delay 48
	E_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	E_3,100,23
	Delay 24
	Return

Label_0x15C969:
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	A_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	Return

Label_0x15C992:
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	Return

Label_0x15C9BB:
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_2,100,23
	Delay 24
	A_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_3,100,23
	Delay 24
	Return

Label_0x15C9E4:
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	C_3,100,23
	Delay 24
	C_4,100,23
	Delay 24
	C_3,100,23
	Delay 24
	G_3,100,23
	Delay 24
	Return

Label_0x15CA0D:
	B_2,100,23
	Delay 24
	F#3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	F#3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	F#3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	F#3,100,23
	Delay 24
	Return

Label_0x15CA36:
	D_3,100,23
	Delay 24
	A_3,100,23
	Delay 24
	D_4,100,23
	Delay 24
	A_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	A_3,100,23
	Delay 24
	Return

Label_0x15CA5F:
	F#3,100,23
	Delay 24
	F#3,100,23
	Delay 72
	F#3,100,23
	Delay 24
	F#3,100,23
	Delay 72
	Return

Label_0x15CA74:
	F#3,100,23
	Delay 24
	F#3,100,23
	Delay 72
	F#3,100,23
	Delay 24
	G_3,100,71
	Delay 72
	Return

Label_0x15CA89:
	B_2,100,23
	Delay 24
	F_3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	F_3,100,23
	Delay 24
	B_3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	F_3,100,23
	Delay 24
	Return

Label_0x15CAB2:
	D_3,100,23
	Delay 24
	G#3,100,23
	Delay 24
	D_4,100,23
	Delay 24
	D_3,100,23
	Delay 24
	G#3,100,23
	Delay 24
	D_4,100,23
	Delay 24
	D_3,100,23
	Delay 24
	G#3,100,23
	Delay 24
	Return

Label_0x15CADB:
	D_3,100,23
	Delay 24
	G#3,100,23
	Delay 24
	D_4,100,23
	Delay 24
	G#3,100,23
	Delay 24
	D_4,100,23
	Delay 24
	G#3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	G#3,100,23
	Delay 24
	Return

Label_0x15CB04:
	B_3,100,23
	Delay 24
	F_3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	B_3,100,23
	Delay 24
	F_3,100,23
	Delay 24
	B_2,100,23
	Delay 24
	B_3,100,23
	Delay 24
	F_3,100,23
	Delay 24
	Return

Label_0x15CB2D:
	D_4,100,23
	Delay 24
	G#3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	D_4,100,23
	Delay 24
	G#3,100,23
	Delay 24
	D_3,100,23
	Delay 24
	D_4,100,23
	Delay 24
	G#3,100,23
	Delay 24
	Return

Label_0x15CB56:
	C_3,100,23
